Project Status,Schedule Variance,Project Description,Milestone Description,Milestone Type,Milestone Indentifier,Project Status,Stage,Work Notes:,Actual/Schedule Finish,Baseline Date,Variance (d),Variance (%)
Assumed Completed,0%,Project 154,3.21 Final Business Case Sign Off 3/12,Deliverable,Project Kickoff,Assumed Completed,3. Evaluate,Delay reason shown here,03/12/2024,03/12/2024,0,0.0%
Assumed Completed,0%,Project 120,EOI Submission Complete,Unassigned,Yes,Assumed Completed,6. Implement,Delay reason shown here,07/05/2024,07/05/2024,0,0.0%
Assumed Completed,0%,Project 163,Pilot SIT Completed,Deliverable,Yes,Assumed Completed,7. Closure,Delay reason shown here,28/11/2023,28/11/2023,0,0.0%
Assumed Completed,N/A,Project 128,Concept Phase Complete,Unassigned,Yes,Assumed Completed,2. Concept,Delay reason shown here,13/10/2023,,,
Assumed Completed,0%,Project 151,3.04 PACT Sign Off,Deliverable,Project Kickoff,Assumed Completed,5. Build & Test,Delay reason shown here,01/11/2023,01/11/2023,0,0.0%
Assumed Completed,0%,Project 163,3.21 Strategic Business Case (SBC) Approved (FIAC),Deliverable,Project Kickoff,Assumed Completed,7. Closure,Delay reason shown here,08/03/2024,08/03/2024,0,0.0%
Assumed Completed,0% to 5%,Project 46,TMS R4 UAT environment setup- Complete,Deliverable,Unassigned,Assumed Completed,6. Implement,Delay reason shown here,26/07/2024,01/10/2024,47,2.7%
Assumed Completed,0%,Project 163,2.00 P20 Cost Estimate Ready,Deliverable,Project Kickoff,Assumed Completed,7. Closure,Delay reason shown here,01/09/2023,01/09/2023,0,0.0%
Assumed Completed,0%,Project 151,3.21 Strategic/Final Business Case Approved (FIAC),Deliverable,Project Kickoff,Assumed Completed,5. Build & Test,Delay reason shown here,30/11/2023,30/11/2023,0,0.0%
Assumed Completed,0%,Project 151,DCS REGISTRATION COMPLETE (>$5M),Deliverable,Project Kickoff,Assumed Completed,5. Build & Test,Delay reason shown here,15/12/2023,15/12/2023,0,0.0%
Assumed Completed,0%,Project 151,3.14 Project Management Plan Sign Off,Deliverable,Project Kickoff,Assumed Completed,5. Build & Test,Delay reason shown here,15/12/2023,15/12/2023,0,0.0%
Assumed Completed,0%,Project 44,Business Justification signed off,Unassigned,Yes,Assumed Completed,3. Evaluate,Delay reason shown here,28/07/2022,28/07/2022,0,0.0%
Assumed Completed,0%,Project 44,Concept Phase Complete,Unassigned,Yes,Assumed Completed,3. Evaluate,Delay reason shown here,07/02/2022,07/02/2022,0,0.0%
Assumed Completed,0%,Project 44,Evaluate Phase complete,Unassigned,Yes,Assumed Completed,3. Evaluate,Delay reason shown here,18/08/2022,18/08/2022,0,0.0%
Assumed Completed,0%,Project 121,Build Phase Complete,Deliverable,Unassigned,Assumed Completed,6. Implement,Delay reason shown here,20/04/2023,20/04/2023,0,0.0%
Assumed Completed,0%,Project 165,3.06 Business Requirements Document Sign Off,Unassigned,Unassigned,Assumed Completed,5. Build & Test,Delay reason shown here,23/09/2021,23/09/2021,0,0.0%
Assumed Completed,0%,Project 44,SAD signed off,Unassigned,Yes,Assumed Completed,3. Evaluate,Delay reason shown here,15/09/2022,15/09/2022,0,0.0%
Assumed Completed,0%,Project 91,Investment Brief (IB)/SoW Sign Off (Phase 1),Deliverable,Project Kickoff,Assumed Completed,7. Closure,Delay reason shown here,04/05/2023,04/05/2023,0,0.0%
Assumed Completed,0%,Project 165,3.14 Project Management Plan Sign Off,Unassigned,Unassigned,Assumed Completed,5. Build & Test,Delay reason shown here,23/09/2021,23/09/2021,0,0.0%
Assumed Completed,0% to 5%,Project 165,3.21 Strategic/Final Business Case Approved (FIAC),Unassigned,Unassigned,Assumed Completed,5. Build & Test,Delay reason shown here,14/06/2021,23/09/2021,73,3.4%
Assumed Completed,0%,Project 165,EVALUATE PHASE COMPLETE (GATE 1),Governance,Project Kickoff,Assumed Completed,5. Build & Test,Delay reason shown here,13/03/2023,13/03/2023,0,0.0%
Assumed Completed,0%,Project 91,3.04 PACT Sign Off,Deliverable,Project Kickoff,Assumed Completed,7. Closure,Delay reason shown here,04/05/2023,04/05/2023,0,0.0%
Assumed Completed,0%,Project 44,Build and Test SGR Completed,Unassigned,Yes,Assumed Completed,3. Evaluate,Delay reason shown here,02/12/2022,02/12/2022,0,0.0%
Assumed Completed,0%,Project 44,Test strategy and plan signed off,Unassigned,Yes,Assumed Completed,3. Evaluate,Delay reason shown here,05/10/2022,05/10/2022,0,0.0%
Assumed Completed,0%,Project 44,Test Summary Report,Unassigned,Yes,Assumed Completed,3. Evaluate,Delay reason shown here,02/12/2022,02/12/2022,0,0.0%
Assumed Completed,0%,Project 82,4.08 Infrastructure Sol'n Design Sign Off,Deliverable,Unassigned,Assumed Completed,7. Closure,Delay reason shown here,08/04/2024,08/04/2024,0,0.0%
Assumed Completed,0%,Project 163,Pilot PSAD signed off,Deliverable,Unassigned,Assumed Completed,7. Closure,Delay reason shown here,05/10/2023,05/10/2023,0,0.0%
Assumed Completed,<-25%,Project 55,UAT Execution and completion,Deliverable,Unassigned,Assumed Completed,4. Analyse & Design,Delay reason shown here,13/09/2024,29/01/2024,-160,-38.2%
Assumed Completed,0%,Project 151,Oracle Apex - GSU Migration Discovery Complete,Deliverable,Yes,Assumed Completed,5. Build & Test,Delay reason shown here,04/12/2023,04/12/2023,0,0.0%
Assumed Completed,-5% to 0%,Project 55,Investment Brief (IB) or SoW Sign Off,Deliverable,Project Kickoff,Assumed Completed,4. Analyse & Design,Delay reason shown here,28/09/2023,01/09/2023,-19,-4.5%
Assumed Completed,0%,Project 163,5.00 Service Continuity Runbook Complete,Deliverable,Unassigned,Assumed Completed,7. Closure,Delay reason shown here,15/11/2024,15/11/2024,0,0.0%
Assumed Completed,-5% to 0%,Project 55,CONCEPT PHASE COMPLETE (GATE 0),Governance,Project Kickoff,Assumed Completed,4. Analyse & Design,Delay reason shown here,29/09/2023,08/09/2023,-15,-3.6%
Assumed Completed,0%,Project 151,Oracle Apex - GSU Migration Analysis Complete,Deliverable,Yes,Assumed Completed,5. Build & Test,Delay reason shown here,30/11/2023,30/11/2023,0,0.0%
Assumed Completed,-25% to -10%,Project 55,3.06 Business Requirements Document Sign Off,Deliverable,Project Kickoff,Assumed Completed,4. Analyse & Design,Delay reason shown here,10/11/2023,08/09/2023,-44,-10.5%
Assumed Completed,0%,Project 151,Ph1 - GovDC Migration Establishment,Deliverable,Yes,Assumed Completed,5. Build & Test,Delay reason shown here,30/11/2023,30/11/2023,0,0.0%
Assumed Completed,0%,Project 151,Ph1 - GovDC uplift Migration Discovery Complet,Deliverable,Yes,Assumed Completed,5. Build & Test,Delay reason shown here,28/02/2024,28/02/2024,0,0.0%
Assumed Completed,0%,Project 151,Ph1 - Migration Analysis Complete,Deliverable,Yes,Assumed Completed,5. Build & Test,Delay reason shown here,02/04/2024,02/04/2024,0,0.0%
Assumed Completed,0%,Project 151,Oracle Apex - GSU Migration Implementation and go-,Deliverable,Yes,Assumed Completed,5. Build & Test,Delay reason shown here,22/04/2024,22/04/2024,0,0.0%
Assumed Completed,0%,Project 91,CONCEPT PHASE COMPLETE (GATE 0),Governance,Project Kickoff,Assumed Completed,7. Closure,Delay reason shown here,04/05/2023,04/05/2023,0,0.0%
Assumed Completed,0%,Project 151,Oracle Apex - GSU Migration Establishment,Deliverable,Yes,Assumed Completed,5. Build & Test,Delay reason shown here,23/10/2023,23/10/2023,0,0.0%
Assumed Completed,0%,Project 151,Ph1 - GovDC uplift Migration Scratch and Desig,Governance,Yes,Assumed Completed,5. Build & Test,Delay reason shown here,01/07/2024,01/07/2024,0,0.0%
Assumed Completed,0%,Project 163,5.00 ICT Release Board Approval (CAB),Deliverable,Unassigned,Assumed Completed,7. Closure,Delay reason shown here,05/12/2024,05/12/2024,0,0.0%
Assumed Completed,0%,Project 44,Develop Implementation plan,Unassigned,Yes,Assumed Completed,3. Evaluate,Delay reason shown here,23/11/2022,23/11/2022,0,0.0%
Assumed Completed,<-25%,Project 55,BUILD & TEST PHASE COMPLETE,Governance,Unassigned,Assumed Completed,4. Analyse & Design,Delay reason shown here,13/09/2024,16/01/2024,-169,-40.3%
Assumed Completed,<-25%,Project 55,6.02 Implementation Plan Complete,Deliverable,Unassigned,Assumed Completed,4. Analyse & Design,Delay reason shown here,25/09/2024,12/01/2024,-179,-42.7%
Assumed Completed,0%,Project 46,2.00 Investment Brief (IB) / SoW Sign Off,Deliverable,Project Kickoff,Assumed Completed,6. Implement,Delay reason shown here,21/10/2019,21/10/2019,0,0.0%
Assumed Completed,-5% to 0%,Project 46,3.04 PACT Sign Off,Deliverable,Project Kickoff,Assumed Completed,6. Implement,Delay reason shown here,06/04/2023,06/04/2023,-1,-0.1%
Assumed Completed,0%,Project 44,Pilot Phase Business Go-Live for Digital Roster an,Unassigned,Yes,Assumed Completed,3. Evaluate,Delay reason shown here,12/12/2022,12/12/2022,0,0.0%
Assumed Completed,-5% to 0%,Project 46,CONCEPT PHASE COMPLETE (GATE 0),Governance,Project Kickoff,Assumed Completed,6. Implement,Delay reason shown here,21/10/2019,21/10/2019,-1,-0.1%
Assumed Completed,0%,Project 121,5.02 Test Summary Report/Cert Sign Off,Deliverable,Unassigned,Assumed Completed,6. Implement,Delay reason shown here,31/07/2024,31/07/2024,0,0.0%
Assumed Completed,0% to 5%,Project 55,3.05 Business Impact Assessment Sign Off,Deliverable,Project Kickoff,Assumed Completed,4. Analyse & Design,Delay reason shown here,07/11/2023,17/11/2023,7,1.7%
Assumed Completed,0% to 5%,Project 46,TMS R4 SIT Test summary report- Complete,Deliverable,Yes,Assumed Completed,6. Implement,Delay reason shown here,28/06/2024,27/08/2024,42,2.5%
Assumed Completed,-25% to -10%,Project 44,7.03 Closure Memo Sign Off for Phase 2,Unassigned,Yes,Assumed Completed,3. Evaluate,Delay reason shown here,28/03/2025,31/01/2024,-287,-23.4%
Assumed Completed,0%,Project 55,P50 Cost Estimate Ready,Deliverable,Project Kickoff,Assumed Completed,4. Analyse & Design,Delay reason shown here,25/07/2023,25/07/2023,0,0.0%
Assumed Completed,0% to 5%,Project 46,TMS R4 SIT Test summary report- Commencement,Deliverable,Yes,Assumed Completed,6. Implement,Delay reason shown here,28/06/2024,21/08/2024,38,2.2%
Assumed Completed,0%,Project 44,Implementation Pilot phase complete,Unassigned,Yes,Assumed Completed,3. Evaluate,Delay reason shown here,13/01/2023,13/01/2023,0,0.0%
Assumed Completed,0%,Project 165,4.09 Test Plan Sign Off,Deliverable,Unassigned,Assumed Completed,5. Build & Test,Delay reason shown here,14/07/2023,14/07/2023,0,0.0%
Assumed Completed,<-25%,Project 55,GO LIVE - Tactical Fix: SQL 2000 DB Upg to 2014,Deliverable,Go-Live,Assumed Completed,4. Analyse & Design,Delay reason shown here,22/10/2024,02/02/2024,-182,-43.4%
Assumed Completed,0%,Project 44,Phase 2 (all Maritime) Business Go-Live for Digita,Unassigned,Yes,Assumed Completed,3. Evaluate,Delay reason shown here,24/07/2023,24/07/2023,0,0.0%
Assumed Completed,0%,Project 151,CMS Phase 1 Migration Establishment,Deliverable,Yes,Assumed Completed,5. Build & Test,Delay reason shown here,30/11/2023,30/11/2023,0,0.0%
Assumed Completed,-5% to 0%,Project 54,3.04 PACT Sign Off,Deliverable,Project Kickoff,Assumed Completed,4. Analyse & Design,Delay reason shown here,29/09/2023,29/09/2023,-1,-0.1%
Assumed Completed,-10% to -5%,Project 54,3.14 Project Management Plan Sign Off,Deliverable,Project Kickoff,Assumed Completed,4. Analyse & Design,Delay reason shown here,08/12/2023,22/09/2023,-55,-7.5%
Assumed Completed,0%,Project 151,Rail.hr  Migration Implementation and go-live,Deliverable,Go-Live,Assumed Completed,5. Build & Test,Delay reason shown here,30/11/2023,30/11/2023,0,0.0%
Assumed Completed,0%,Project 55,P20 Cost Estimate Ready,Deliverable,Project Kickoff,Assumed Completed,4. Analyse & Design,Delay reason shown here,25/08/2023,25/08/2023,0,0.0%
Assumed Completed,0%,Project 151,Ramsys & Trackware Migrt. Scratch &Design Complete,Governance,Unassigned,Assumed Completed,5. Build & Test,Delay reason shown here,01/07/2024,01/07/2024,0,0.0%
Assumed Completed,0%,Project 121,4.01 Sol'n Architecture Design (SAD) Sign Off,Deliverable,Unassigned,Assumed Completed,6. Implement,Delay reason shown here,25/11/2022,25/11/2022,0,0.0%
Assumed Completed,-10% to -5%,Project 54,3.05 Business Impact Assessment Sign Off,Deliverable,Project Kickoff,Assumed Completed,4. Analyse & Design,Delay reason shown here,30/11/2023,28/09/2023,-44,-6.0%
Assumed Completed,0% to 5%,Project 46,Execute TMS R4 SIT test cases- Complete,Unassigned,Yes,Assumed Completed,6. Implement,Delay reason shown here,24/06/2024,06/08/2024,31,1.8%
Assumed Completed,0%,Project 121,3.04 PACT Sign Off,Deliverable,Project Kickoff,Assumed Completed,6. Implement,Delay reason shown here,23/02/2022,23/02/2022,0,0.0%
Assumed Completed,0%,Project 44,Deliverable 1 Finished,Unassigned,Yes,Assumed Completed,3. Evaluate,Delay reason shown here,08/11/2021,08/11/2021,0,0.0%
Assumed Completed,0%,Project 121,3.06 Business Requirements Document Sign Off,Deliverable,Project Kickoff,Assumed Completed,6. Implement,Delay reason shown here,11/01/2023,11/01/2023,0,0.0%
Assumed Completed,0% to 5%,Project 46,Execute TMS R4 SIT test cases- Commencement,Deliverable,Yes,Assumed Completed,6. Implement,Delay reason shown here,31/05/2024,10/07/2024,27,1.6%
Assumed Completed,0%,Project 165,3.04 PACT Sign Off,Deliverable,Project Kickoff,Assumed Completed,5. Build & Test,Delay reason shown here,13/03/2023,13/03/2023,0,0.0%
Assumed Completed,0%,Project 54,4.11 Security Risk Assessment (SRA) Sign Off,Deliverable,Unassigned,Assumed Completed,4. Analyse & Design,Delay reason shown here,24/11/2023,24/11/2023,0,0.0%
Assumed Completed,0%,Project 54,Project Health Check Complete 1/12,Governance,Yes,Assumed Completed,4. Analyse & Design,Delay reason shown here,01/12/2023,01/12/2023,0,0.0%
Assumed Completed,0%,Project 82,3.20 Test Strategy Sign Off,Deliverable,Project Kickoff,Assumed Completed,7. Closure,Delay reason shown here,29/02/2024,29/02/2024,0,0.0%
Assumed Completed,0%,Project 44,Raise shopping cart to create PO,Unassigned,Yes,Assumed Completed,3. Evaluate,Delay reason shown here,30/05/2022,30/05/2022,0,0.0%
Assumed Completed,0%,Project 44,Build Complete,Unassigned,Yes,Assumed Completed,3. Evaluate,Delay reason shown here,17/10/2022,17/10/2022,0,0.0%
Assumed Completed,0%,Project 121,3.14 Project Management Plan Sign Off,Deliverable,Project Kickoff,Assumed Completed,6. Implement,Delay reason shown here,07/02/2023,07/02/2023,0,0.0%
Assumed Completed,0%,Project 121,CONCEPT PHASE COMPLETE (GATE 0),Governance,Project Kickoff,Assumed Completed,6. Implement,Delay reason shown here,18/08/2022,18/08/2022,0,0.0%
Assumed Completed,-5% to 0%,Project 46,EVALUATE PHASE COMPLETE (GATE 1),Governance,Project Kickoff,Assumed Completed,6. Implement,Delay reason shown here,31/07/2023,31/07/2023,-1,-0.1%
Assumed Completed,0%,Project 82,3.13 RFx/Other Procurement Document Sign Off,Deliverable,Project Kickoff,Assumed Completed,7. Closure,Delay reason shown here,16/10/2023,16/10/2023,0,0.0%
Assumed Completed,0% to 5%,Project 46,TMS R4 UAT Interface & Testing Support Commenced,Deliverable,Yes,Assumed Completed,6. Implement,Delay reason shown here,28/06/2024,17/10/2024,78,4.6%
Assumed Completed,-5% to 0%,Project 46,3.14 Project Management Plan Sign Off,Deliverable,Project Kickoff,Assumed Completed,6. Implement,Delay reason shown here,30/06/2023,30/06/2023,-1,-0.1%
Assumed Completed,-25% to -10%,Project 54,2.00 P20 Cost Estimate Ready,Deliverable,Project Kickoff,Assumed Completed,4. Analyse & Design,Delay reason shown here,15/09/2023,05/04/2023,-114,-15.6%
Assumed Completed,0%,Project 121,EVALUATE PHASE COMPLETE (GATE 1),Governance,Project Kickoff,Assumed Completed,6. Implement,Delay reason shown here,28/02/2023,28/02/2023,0,0.0%
Assumed Completed,-5% to 0%,Project 46,3.06 Business Requirements Document Sign Off,Deliverable,Project Kickoff,Assumed Completed,6. Implement,Delay reason shown here,31/07/2023,31/07/2023,-1,-0.1%
Assumed Completed,0%,Project 82,3.04 PACT Sign Off,Deliverable,Project Kickoff,Assumed Completed,7. Closure,Delay reason shown here,25/07/2023,25/07/2023,0,0.0%
Assumed Completed,0%,Project 82,2.00 Investment Brief (IB) / SoW Sign Off,Deliverable,Yes,Assumed Completed,7. Closure,Delay reason shown here,21/09/2023,21/09/2023,0,0.0%
Assumed Completed,0%,Project 82,CONCEPT PHASE COMPLETE (GATE 0),Governance,Project Kickoff,Assumed Completed,7. Closure,Delay reason shown here,21/09/2023,21/09/2023,0,0.0%
Assumed Completed,0%,Project 172,2.00 Investment Brief (or Equivalent) Sign Off,Deliverable,Project Kickoff,Assumed Completed,3. Evaluate,Delay reason shown here,26/03/2024,26/03/2024,0,0.0%
Assumed Completed,0%,Project 82,3.06 Business Requirements Document Sign Off,Deliverable,Project Kickoff,Assumed Completed,7. Closure,Delay reason shown here,30/10/2023,30/10/2023,0,0.0%
Assumed Completed,0%,Project 172,2.00 Arch Review & Cyber Sec Assessment Ready,Deliverable,Project Kickoff,Assumed Completed,3. Evaluate,Delay reason shown here,20/01/2025,20/01/2025,0,0.0%
Assumed Completed,0%,Project 172,2.00 Prioritisation Score Ready,Deliverable,Project Kickoff,Assumed Completed,3. Evaluate,Delay reason shown here,21/01/2025,21/01/2025,0,0.0%
Assumed Completed,0%,Project 172,2.00 P20 Cost Estimate Ready,Deliverable,Project Kickoff,Assumed Completed,3. Evaluate,Delay reason shown here,22/01/2025,22/01/2025,0,0.0%
Assumed Completed,0%,Project 172,CONCEPT PHASE COMPLETE (GATE 0),Governance,Project Kickoff,Assumed Completed,3. Evaluate,Delay reason shown here,23/01/2025,23/01/2025,0,0.0%
Assumed Completed,0%,Project 57,2.00 Investment Brief (or Equivalent) Sign Off,Deliverable,Project Kickoff,Assumed Completed,3. Evaluate,Delay reason shown here,26/03/2024,26/03/2024,0,0.0%
Assumed Completed,0%,Project 82,3.14 Project Management Plan,Deliverable,Project Kickoff,Assumed Completed,7. Closure,Delay reason shown here,18/06/2024,18/06/2024,0,0.0%
Assumed Completed,0%,Project 57,2.00 Arch Review & Cyber Sec Assessment Ready,Deliverable,Project Kickoff,Assumed Completed,3. Evaluate,Delay reason shown here,20/01/2025,20/01/2025,0,0.0%
Assumed Completed,0%,Project 57,2.00 Prioritisation Score Ready,Deliverable,Project Kickoff,Assumed Completed,3. Evaluate,Delay reason shown here,21/01/2025,21/01/2025,0,0.0%
Assumed Completed,0%,Project 57,2.00 P20 Cost Estimate Ready,Deliverable,Project Kickoff,Assumed Completed,3. Evaluate,Delay reason shown here,22/01/2025,22/01/2025,0,0.0%
Assumed Completed,0%,Project 57,CONCEPT PHASE COMPLETE (GATE 0),Governance,Project Kickoff,Assumed Completed,3. Evaluate,Delay reason shown here,23/01/2025,23/01/2025,0,0.0%
Assumed Completed,0%,Project 82,EVALUATE PHASE COMPLETE (GATE 1),Governance,Project Kickoff,Assumed Completed,7. Closure,Delay reason shown here,19/04/2024,19/04/2024,0,0.0%
Assumed Completed,0%,Project 82,4.01 Solution Arch Design (SAD) Sign Off,Deliverable,Unassigned,Assumed Completed,7. Closure,Delay reason shown here,07/09/2023,07/09/2023,0,0.0%
Assumed Completed,-5% to 0%,Project 82,PROJECT CLOSED (GATE 3),Governance,Gate 3 Approval,Assumed Completed,7. Closure,Delay reason shown here,08/11/2024,31/10/2024,-6,-1.2%
Assumed Completed,N/A,Project 83,System Architect Discovery & Analysis,Deliverable,Unassigned,Assumed Completed,3. Evaluate,Delay reason shown here,27/02/2025,,,
Assumed Completed,N/A,Project 83,Automation Test Suite Migration | DMBS SGT,Deliverable,Unassigned,Assumed Completed,3. Evaluate,Delay reason shown here,15/01/2025,,,
Assumed Completed,N/A,Project 83,Pilot Regression Validation and Verification,Deliverable,Unassigned,Assumed Completed,3. Evaluate,Delay reason shown here,18/02/2025,,,
Assumed Completed,0%,Project 120,Demonstrations Complete,Deliverable,Yes,Assumed Completed,6. Implement,Delay reason shown here,23/09/2024,23/09/2024,0,0.0%
Assumed Completed,0%,Project 82,4.09 Test Plan Sign Off,Deliverable,Unassigned,Assumed Completed,7. Closure,Delay reason shown here,16/02/2024,16/02/2024,0,0.0%
Assumed Completed,0%,Project 163,TECHNICAL DEPLOYMENT,Unassigned,Unassigned,Assumed Completed,7. Closure,Delay reason shown here,06/12/2024,06/12/2024,0,0.0%
Assumed Completed,0%,Project 82,5.02 Test Summary Report/Cert Sign Off,Deliverable,Unassigned,Assumed Completed,7. Closure,Delay reason shown here,28/05/2024,28/05/2024,0,0.0%
Assumed Completed,0%,Project 82,BUILD & TEST PHASE COMPLETE,Governance,Unassigned,Assumed Completed,7. Closure,Delay reason shown here,28/05/2024,28/05/2024,0,0.0%
Assumed Completed,0%,Project 121,4.09 Test Plan Sign Off,Deliverable,Unassigned,Assumed Completed,6. Implement,Delay reason shown here,12/05/2023,12/05/2023,0,0.0%
Assumed Completed,0%,Project 82,6.02 Implementation Plan Complete,Deliverable,Unassigned,Assumed Completed,7. Closure,Delay reason shown here,29/04/2024,29/04/2024,0,0.0%
Assumed Completed,0%,Project 82,IMPLEMENT PHASE COMPLETE (GATE 2),Governance,Unassigned,Assumed Completed,7. Closure,Delay reason shown here,30/09/2024,30/09/2024,0,0.0%
Assumed Completed,-5% to 0%,Project 82,7.03 Closure Memo Sign Off,Deliverable,Gate 3 Approval,Assumed Completed,7. Closure,Delay reason shown here,08/11/2024,25/10/2024,-10,-2.1%
Assumed Completed,0%,Project 121,ANALYSIS & DESIGN PHASE COMPLETE,Governance,Unassigned,Assumed Completed,6. Implement,Delay reason shown here,12/05/2023,12/05/2023,0,0.0%
Assumed Completed,0%,Project 82,3.05 Business Impact Assessment Sign Off,Deliverable,Project Kickoff,Assumed Completed,7. Closure,Delay reason shown here,27/03/2023,27/03/2023,0,0.0%
Assumed Completed,0%,Project 82,3.00 P50 Cost Estimate Ready,Deliverable,Project Kickoff,Assumed Completed,7. Closure,Delay reason shown here,19/04/2024,19/04/2024,0,0.0%
Assumed Completed,0%,Project 163,Pilot Test strategy signed off,Deliverable,Unassigned,Assumed Completed,7. Closure,Delay reason shown here,03/11/2023,03/11/2023,0,0.0%
Assumed Completed,0%,Project 82,IIMSS GO LIVE 1,Deliverable,Go-Live,Assumed Completed,7. Closure,Delay reason shown here,03/06/2024,03/06/2024,0,0.0%
Assumed Completed,0%,Project 123,EVALUATE PHASE COMPLETE (GATE 1),Deliverable,Unassigned,Assumed Completed,6. Implement,Delay reason shown here,07/07/2023,07/07/2023,0,0.0%
Assumed Completed,0%,Project 123,MIL: Phase 1 Design & Analysis - complete,Deliverable,Unassigned,Assumed Completed,6. Implement,Delay reason shown here,12/04/2024,12/04/2024,0,0.0%
Assumed Completed,0%,Project 123,MIL: Phase 1 Build - complete,Deliverable,Unassigned,Assumed Completed,6. Implement,Delay reason shown here,30/05/2024,30/05/2024,0,0.0%
Assumed Completed,0%,Project 163,SIT Complete,Unassigned,Unassigned,Assumed Completed,7. Closure,Delay reason shown here,15/10/2024,15/10/2024,0,0.0%
Assumed Completed,0%,Project 123,MIL: Phase 1 Implement - complete,Deliverable,Unassigned,Assumed Completed,6. Implement,Delay reason shown here,14/06/2024,14/06/2024,0,0.0%
Assumed Completed,0%,Project 163,Pilot UAT Complete,Deliverable,Yes,Assumed Completed,7. Closure,Delay reason shown here,11/12/2023,11/12/2023,0,0.0%
Assumed Completed,0%,Project 123,MIL: Phase 1 - complete,Deliverable,Go-Live,Assumed Completed,6. Implement,Delay reason shown here,14/06/2024,14/06/2024,0,0.0%
Assumed Completed,0%,Project 123,ANALYSIS & DESIGN PHASE 2 COMPLETE,Governance,Unassigned,Assumed Completed,6. Implement,Delay reason shown here,29/11/2024,29/11/2024,0,0.0%
Assumed Completed,0%,Project 163,Pilot Build complete,Deliverable,Yes,Assumed Completed,7. Closure,Delay reason shown here,10/11/2023,10/11/2023,0,0.0%
Assumed Completed,0%,Project 82,4.00 ITSM Onboarding Checklist Complete,Deliverable,Unassigned,Assumed Completed,7. Closure,Delay reason shown here,01/09/2023,01/09/2023,0,0.0%
Assumed Completed,0%,Project 121,BUILD & TEST PHASE COMPLETE,Governance,Yes,Assumed Completed,6. Implement,Delay reason shown here,16/08/2024,16/08/2024,0,0.0%
Assumed Completed,0%,Project 163,3.04 PACT Sign Off,Deliverable,Project Kickoff,Assumed Completed,7. Closure,Delay reason shown here,25/08/2023,25/08/2023,0,0.0%
Assumed Completed,0%,Project 163,2.00 Investment Brief (or Equivalent) Sign Off,Deliverable,Project Kickoff,Assumed Completed,7. Closure,Delay reason shown here,13/09/2023,13/09/2023,0,0.0%
Assumed Completed,0%,Project 82,4.11 Security Risk Assessment (Opt) Sign Off,Deliverable,Unassigned,Assumed Completed,7. Closure,Delay reason shown here,23/10/2023,23/10/2023,0,0.0%
Assumed Completed,0%,Project 163,CONCEPT PHASE COMPLETE (GATE 0),Governance,Project Kickoff,Assumed Completed,7. Closure,Delay reason shown here,14/09/2023,14/09/2023,0,0.0%
Assumed Completed,0%,Project 163,Pilot - Business Requirements Document Signed Off,Deliverable,Unassigned,Assumed Completed,7. Closure,Delay reason shown here,09/11/2023,09/11/2023,0,0.0%
Assumed Completed,0%,Project 82,6.00 Application Handover Checklist Complete,Deliverable,Unassigned,Assumed Completed,7. Closure,Delay reason shown here,27/05/2024,27/05/2024,0,0.0%
Assumed Completed,0%,Project 163,3.14 Project Management Plan Sign Off,Deliverable,Project Kickoff,Assumed Completed,7. Closure,Delay reason shown here,17/11/2023,17/11/2023,0,0.0%
Assumed Completed,0%,Project 163,3.21 Final Business Case (FBC) Approved (FIAC),Deliverable,Project Kickoff,Assumed Completed,7. Closure,Delay reason shown here,10/04/2024,10/04/2024,0,0.0%
Assumed Completed,0%,Project 163,Pilot Solution Architecture Design Signed Off,Deliverable,Unassigned,Assumed Completed,7. Closure,Delay reason shown here,05/12/2023,05/12/2023,0,0.0%
Assumed Completed,-5% to 0%,Project 82,7.02 PIR Sign Off,Deliverable,Gate 3 Approval,Assumed Completed,7. Closure,Delay reason shown here,08/11/2024,11/10/2024,-20,-4.2%
Assumed Completed,0%,Project 163,6.05 Service Design & Definition Complete (Opt),Deliverable,Unassigned,Assumed Completed,7. Closure,Delay reason shown here,02/12/2024,02/12/2024,0,0.0%
Assumed Completed,0%,Project 163,ANALYSIS & DESIGN PHASE COMPLETE,Governance,Unassigned,Assumed Completed,7. Closure,Delay reason shown here,01/11/2024,01/11/2024,0,0.0%
Assumed Completed,0%,Project 163,Pilot Test Summary Report signed off,Deliverable,Unassigned,Assumed Completed,7. Closure,Delay reason shown here,14/12/2023,14/12/2023,0,0.0%
Assumed Completed,-10% to -5%,Project 54,3.11 Prelim Solution Arch Design (PSAD) Sign Off,Deliverable,Project Kickoff,Assumed Completed,4. Analyse & Design,Delay reason shown here,30/11/2023,28/09/2023,-44,-6.0%
Assumed Completed,0%,Project 82,2.00 P20 Cost Estimate Ready,Deliverable,Project Kickoff,Assumed Completed,7. Closure,Delay reason shown here,01/08/2023,01/08/2023,0,0.0%
Assumed Completed,0%,Project 44,Implementation SGR Completed,Unassigned,Yes,Assumed Completed,3. Evaluate,Delay reason shown here,24/07/2023,24/07/2023,0,0.0%
Assumed Completed,0%,Project 163,6.02 Implementation Plan Complete,Deliverable,Unassigned,Assumed Completed,7. Closure,Delay reason shown here,13/11/2024,13/11/2024,0,0.0%
